"country","crew","purpose","duration","vehicle","eva","date"
"USA","Rick Mastracchio;Dave Williams;","ISS based EVA.  Installed the S5 truss and connected S4-S5 electrical lines.  Relocated the radiator grapple fixture on S5.  Removed S5-S6 launch locks on S5 and opened the S5-S6 capture latch.  Secured the auto retracted P6 radiator.","6:17","STS-118/13A.1","161","2007-08-11T00:00:00.000"
"USA","Rick Mastracchio;Dave Williams;","ISS based EVA.  Replaced failed CMG 3 and stowed failed unit on pallet outside ISS airlock for return on future Shuttle mission.  Photographed MISSE 3 & 4 experiments.  ","6:28","STS-118/13A.1","162","2007-08-13T00:00:00.000"
"USA","Robert Behnken;Mike Foreman;","ISS based EVA.  Replaced failed RPCM to permit separate power to CMG2, but not able to demate elec connector of Z1 patch panel to enable power reconfig.  Tested Shuttle tile repair materials, tools and techniques.  Released launch locks of Node 2 nadir and port berth mech.  Removed last thermal cover from SPDM hand.  Did not find previously missing berth mech pip pin.  While restowing MMOD damaged portable handle outside Z1 truss, additional MMOD impacts were found on Z1 tool box","6:24","STS-123/1JA","180",NA
"USA","Robert Behnken;Mike Foreman;","ISS based EVA.  Stowed Shuttle inspection boom on ISS S1 truss with keep alive power.  Installed trundle bearing on stbd solar array alpha joint and completed inspections under joint covers.  Installed MISSE experiments on pallet outside Columbus (1 reqd light hammering of pip pins).  Trunnion covers installed on Japanese module. Cutters stowed in airlock tool box","6:02","STS-123/1JA","181","2008-03-22T00:00:00.000"
"USA","Robert Curbeam;Christer Fuglesang;","ISS based EVA.  Manually aided full retract of P6 port solar array.  Inspected P6 stbd solar array.  Adjusted new insulation of SSRMS force sensors","6:38","STS-116/12A.1","152","2006-12-18T00:00:00.000"
"USA","Robert Curbeam;Christer Fuglesang;","ISS based EVA.  Reconfigured electrical cables of power channels 2 and 3 and Z1 patch panel.  Relocated both CETA carts (13A prep).  Installed insulation on the force moment sensors of ISS robotic arm.  Installed 4 bags containing fluid line and pump module servicing equipment.","5:00","STS-116/12A.1","150","2006-12-14T00:00:00.000"
"USA","Robert Curbeam;Christer Fuglesang;","ISS based EVA.  Removed launch locks from the P5 truss.  Aided alignment and secured the P5 truss to the P4 truss.  Relocated a radiator grapple fixture.  Replaced a failed camera on the S1 truss (13A prep).  Performed 13A assembly get-ahead tasks (P5 electrical connections, latch opening, 2 of 4 outboard launch locks).  Lost removal socket tool overboard ","6:36","STS-116/12A.1","149","2006-12-12T00:00:00.000"
"USA","Robert Curbeam;Sunita Williams;","ISS based EVA.  Reconfigured electrical cables of power channels 1 and 4, Z1 patch panel and Russian power.  Transfered Service Module MMOD protection panels to PMA3.  Installed the grapple fixture on spare flex hose rotary coupler.  Manually aided retraction of the P6 port solar array-completion deferred to next EVA.  Lost still camera overboard ","7:31","STS-116/12A.1","151","2006-12-16T00:00:00.000"
"USA","Robert Satcher;Randy Bresnick;","ISS based EVA.  Start delayed by detached drink bag valve. Relocated some airlock MMOD shields and installed O2 tank outside US airlock. Installed MISSE experiments 7A & 7B on external logistics carrier. Released bolt on NH3 tank. Installed thermal covers on mobile base and two fluid jumpers. Relocated a foot restraint","5:42","STS-129/ULF3","207","2009-11-23T00:00:00.000"
"USA","Ron Evans;","Transearth EVA to retrieve camera film","1:07","Apollo 17","36","1972-12-17T00:00:00.000"
"USA","Ron Garan;Mike Fossum;","ISS based EVA.  Transfered failed 1400lb pump module from ISS to Shuttle for return.  Transfered GSFC's satellite robotic refueling demo unit from Shuttle to ISS.  Add MISSE 8's ORMATE optical mirror experiment to ISS. As getaheads, installed PMA3 thermal cover, repositioned FGB PDGF's obstructing ground wire under thermal insulation and retrieved cutter for next Russian EVA","6:31","ISS-Incr 28 during STS-135/ULF7","226","2011-07-12T00:00:00.000"
"USA","Russ Schweickart;","Lunar module based.  Took photos.  Evaluated foot restraint and handrails.  Retrieved thermal experiment samples.  First use of PLSS followed by recharge demo after EVA","0:51","Apollo 9","12","1969-03-06T00:00:00.000"
"USA","Scott Parazynski;Chris Hadfield;","Connected 8 cables for lab based SSRMS ops.  Demated cables btw lab and SSRMS pallet.  Removed and stowed stbd early comm antenna.  1.5 hours spent in fruitless search for early comm conn parts under CBM cover.  Transfered spare DCSU to lab stowage pallet","7:40","STS-100/6A","110","2001-04-24T00:00:00.000"
"USA","Scott Parazynski;Chris Hadfield;","Transfered and installed UHF antenna on lab.  Released SSRMS launch restraints, unfold booms and secure joints.  Connected cables from lab to SSRMS pallet for initial robot arm ops","7:10","STS-100/6A","109","2001-04-22T00:00:00.000"
"USA","Scott Parazynski;Dan Tani;","ISS based EVA.  Demated Z1 to P6 umbilicals and attachment bolts.  Installed Node 2 EVA aids (handrails, foot restraint sockets, slidewire).  Removed all Node 2 berthing mechanism pins, but lost one pin within cover.  Confirmed handrail on CETA cart not source of glove damage.  Inspected starboard solar array alpha joint and collected sample of metallic debris on tape.  Both still cameras and one suit earphone failed.  Configure S1 radiator release cable for deployment and main bus switching unit for P6 startup.  Installed all 4 bolts for Node 2 grapple fixture.","6:33","STS-120/10A","166","2007-10-28T00:00:00.000"
"USA","Scott Parazynski;Doug Wheelock;","ISS based EVA.  Connected 4 bolts and 4 cables to mate P6 to P5.  Inspected port solar array alpha joint and found no issues.  Removed solar array avionics thermal shroud.  Released P6 radiator restraints to permit deployment.  Reconfigured P1 radiator cabling for deploy.  Relocated spare MBSU to ISS.  Retrieved N2 vent tool, relocated vent tool bag and installed 1 of 4 S0 gap spanners.  Left a camera outside accidently.  One suit and one glove determined NO GO post EVA due to sublimator degraded and thermal garment damage","7:08","STS-120/10A","167","2007-10-30T00:00:00.000"
"USA","Scott Parazynski;Doug Wheelock;","ISS based EVA.  Inspected and repaired damaged P6 solar array and supported full deployment.  Installed 5 ""cuff links"" as reinforcements for separated panel hinges.  Cut frayed snagged hinge and guide wires.  Retrieved 2 foot restraints with suspect sharp edges for IVA inspect/correct.  Retrieved camera left out by prior EVA.  Pliers lost.","7:19","STS-120/10A","168","2007-11-03T00:00:00.000"
"USA","Scott Parazynski;Doug Wheelock;","ISS based EVA.  Stowed old S-band antenna in Shuttle for return.  Released launch power cable from Node 2 and temp secured grapple fixture on Node 2.  Resecured Node 2 window cover that opened during launch.  Demated Z1-P6 fluid lines and covered stowed radiator and avionics box on P6.  Did post EVA ammonia cleanup for minor leak during fluid line demating.  One gloved NO GO after EVA due to cut damage.","6:14","STS-120/10A","165","2007-10-26T00:00:00.000"
"USA","Scott Parazynski;Vladimir Titov;","Retrieve 4 MEEP materials experiments on Mir docking module.  Test US/Russian tethers and PFR.  US safety tether would not retract.  Deploy Spektr solar array base sealing cap on docking module. ","5:01","STS-86","85",NA
"USA","Soichi Noguchi;Steve Robinson;","Shuttle based EVA.  Attached External Stowage Platform (ESP2) to ISS, removed/returned ESP2's grapple fixture, installed ISS solar cell exposure experiment MISSE 5, opened/closed sample lid to enable robotic survey of thermal protection samples and removed two Shuttle tile gap fillers.  Inspected/photographed solar beta gimbal assembly restraint bolts and floating potential probe.  ","6:01","STS-114/LF1","140","2005-08-03T00:00:00.000"
"USA","Soichi Noguchi;Steve Robinson;","Shuttle based EVA.  Demonstrated repairs of Shuttle thermal protection (tile emittance wash and NOAX on RCC cracks).  Installed External Stowage Platform Attachment Device (ESPAD) outside ISS airlock.  Replaced GPS antenna and retrieved 2 MISSE experiments.  Photographed damaged thermal blanket under Orbiter window","6:50","STS-114/LF1","138","2005-07-30T00:00:00.000"
"USA","Soichi Noguchi;Steve Robinson;","Shuttle based EVA.  Replaced ISS CMG#1.  Stowed old CMG in PLB .  Retrieved/relocated tools for next EVA (handle for ISS thermal radiator rotary joint motor controller, forceps for tile gap filler removal, a foot restraint from ISS robotic arm)","7:14","STS-114/LF1","139","2005-08-01T00:00:00.000"
"USA","Steve Bowen;Alvin Drew;","ISS based EVA.  Installed backup power cable for new stowage module.  Relocated failed pump module and prepped it for NH3 venting to enable future return.  Repositioned Z1 truss RPCM thermal blanket and an EVA foot restraint socket extension.  Retrieved foot restraint for incabin maintenance.  Added wedge to S1 camera for clearance with nearby logistics carrier.  Enabled MT and CETA cart translation past stbd solar array joint by installing rail extensions and removing stops.  Collected vacuum in JAXA experiment bottle.","6:34","STS-133/ULF5","220","2011-02-28T00:00:00.000"
"USA","Steve Bowen;Alvin Drew;","ISS based EVA.  Late start due to suit leak from damaged CO2 can O-ring.  Vented NH3 from failed pump module enabling future return. Retrieved tool stowage bags used in past pump replacement.  Installed light on port CETA cart, camera on SPDM robot and 3 camera lens covers.  Repositioned camera sunshade for clear view.  Resecured loose radiator grapple beam. Retrieved pallet with MISSE data for return.  Removed thermal insulation from several locations.  Reinstalled foot restraint and relocated another. Relocated Strela grapple fixture adapter to FGB.  Early end due to partly detached helmet lights.","6:14","STS-133/ULF5","221","2011-03-02T00:00:00.000"
"USA","Steve Bowen;Michael Good;","ISS based EVA.  Unsnagged cable of orbiter inspection boom sensor.  Replaced 4 batteries on P6.  Finished bolting Ku antenna dish to boom and releasing launch locks","7:09","STS-132/ULF4","215","2010-05-19T00:00:00.000"
"USA","Steve Bowen;Shane Kimbrough;","ISS based EVA. Lubricated port SARJ race ring.  Replaced last trundle bearing on stbd SARJ.  Retracted failed latch of JEM ext facility berth mech and installed covers.  For HTV, installed 1 of 2 GPS antennas on JEM logistics module for HTV and a camera on P1 truss.  Tasks ended early due to higher than expected work rate for regenerable C02 canister (same prior crewmember)","6:07","STS-126/ULF2","188","2008-11-24T00:00:00.000"
"USA","Steve Smith;John Grunsfeld;","HST servicing (RSU gyros and volt/temp improvement kits for batteries)","8:15","STS-103/       HST-3A","92","1999-12-22T00:00:00.000"
"USA","Steve Smith;John Grunsfeld;","HST servicing (transmitter and solid state recorder)","8:08","STS-103/       HST-3A","94","1999-12-24T00:00:00.000"
"USA","Steve Smith;Rex Walheim;","ISS based EVA.  Lab-SO cables connected.  Aft tray req'd 2 crew to deploy.   Lab-S0 fwd struts installed.  ","7:48","STS-110/8A","123","2002-04-11T00:00:00.000"
"USA","Steve Smith;Rex Walheim;","ISS based EVA.  Released Lab-S0 adapter latch.  Connected MT cables.  Released MT launch restraints.  Removed MT radiator cover.  TUS 2 safing bolt problem.          ","6:27","STS-110/8A","125","2002-04-14T00:00:00.000"
"USA","Steve Swanson;Joseph Acaba;","ISS based EVA. Loosened restraints of P6 batteries for future replacement.  Unable to fully deploy P3 interface for future ORU spares (adj diameter pin suspect).  Due to time, deferred S3 payload attach sys deploy.  Due to elec conn demate failure, deferred Z1 patch panel reconfig for CMG pwr.  Installed JEM GPS antenna.  Took infrared images of P1 & S1 radiators","6:30","STS-119/15A","190","2009-03-21T00:00:00.000"
"USA","Steve Swanson;Richard Arnold;","ISS based EVA. Bolted S6 to S5 truss and mated electrical cables.  Stowed X6 keel pin, deployed solar array linkages (1 of 4 latches did not engage), removed/jettisoned avionics thermal covers, released radiator restraints and removed blanket box restraints.  Deployed S6 avionics MMOD shield","6:07","STS-119/15A","189","2009-03-19T00:00:00.000"
"USA","Story Musgrave;Don Peterson;","First shuttle EVA.  New suits tested.  Basic orbiter/payload contingency tasks practiced.  Winch failed to retract","4:17","STS-6","47","1983-04-07T00:00:00.000"
"USA","Story Musgrave;Jeff Hoffman;","HST servicing (RSU, ECU, solar array prep).  RSU bay doors difficult to close.","7:54","STS-61 /    HST-1","69","1993-12-04T00:00:00.000"
"USA","Story Musgrave;Jeff Hoffman;","HST servicing (SADE, magnetometers, GHRS)","7:21","STS-61 /    HST-1","73","1993-12-08T00:00:00.000"
"USA","Story Musgrave;Jeff Hoffman;","HST servicing (WFPC 1/2)","6:47","STS-61 /    HST-1","71","1993-12-06T00:00:00.000"
"USA","Sunita Williams;Akihiko Hoshide;","Bypassed coolant system ammonia leak with jumper connections and backup radiator deployment.  Inspected solar array joint for cause of recent increase in friction.","6:38","ISS-Incr 32","229","2012-11-01T00:00:00.000"
"USA","Sunita Williams;Akihiko Hoshide;","ISS based EVA.  Installed 1 of 2 power cables for future MLM use.  Removed and stowed failed MBSU.  Unable to install new MBSU and left it tied down. Contaminated sublimator plate reduced cooling at end of EVA and led to suit declared no-go for future","8:17","ISS-Incr 32","227","2012-08-30T00:00:00.000"
"USA","Sunita Williams;Akihiko Hoshide;","ISS based EVA.  Removed MBSU after releasing alignment sensitive bolt.  Photographed, inspected, cleaned and lubricated mechanical bolts and receptacles.  Ran spare bolt in and out of receptacle to smooth threads.  Using basic manual wrench for alignment touch, MBSU was bolted down.  Failed SSRMS camera replaced.","6:28","ISS-Incr 32","228","2012-09-05T00:00:00.000"
"USA","Tammy Jernigan;Dan Barry;","Transfer and externally install US and Russian cargo cranes, 2 common foot restraints, 3 EVA tool bags.  Lost retractable equip tether","7:55","STS-96/2A.1","91","1999-05-29T00:00:00.000"
"USA","Thuot;Hieb;Akers;","3 man EVA.  Manually capture/repair INTELSAT","8:29","STS-49","64","1992-05-13T00:00:00.000"
"USA","Tom Akers;Kathy Thornton;","ASEM Space Station assembly demos (module to truss mating, updated HHMU self rescue device).  Aligned gimbals of Ku antenna for IV commanded locking ","7:44","STS-49","65","1992-05-14T00:00:00.000"
"USA","Tom Akers;Kathy Thornton;","HST servicing (2 solar arrays).   One jettisoned due to pre-EVA damage","6:36","STS-61 /    HST-1","70","1993-12-05T00:00:00.000"
"USA","Tom Akers;Kathy Thornton;","HST servicing (HSP/COSTAR)","6:50","STS-61 /    HST-1","72","1993-12-07T00:00:00.000"
"USA","Tom Jones;Bob Curbeam;","Connect lab-PMA2 APAS cables.  Install lab vent valve, trunnion pin covers, handrails, PDGF, VSC and window cover.  Wrong bolt heads on vent cover","6:50","STS-98/5A","105","2001-02-12T00:00:00.000"
"USA","Tom Jones;Bob Curbeam;","Disconnect lab-Shuttle LTA heater cable.  Remove and stow lab module CBM cover.  Connect 4 ammonia lines and elec cables btw lab and Z1.   M3 QD leaked NH3 on crew to force bakeout cleanup","7:34","STS-98/5A","104","2001-02-10T00:00:00.000"
"USA","Tom Jones;Bob Curbeam;","Spare SASA antenna installed on Z1.  Demo of incapacitated crew rescue.","5:25","STS-98/5A","106","2001-02-14T00:00:00.000"
"USA","Tom Jones;Tammy Jernigan;","Loose screw jammed in hatch latch actuator prevented airlock egress","0:00","STS-80",NA,NA
"USA","Tom Mattingly;","Transearth EVA to retrieve camera film and expose microbial response experiment","1:23","Apollo 16","31","1972-04-25T00:00:00.000"
"USA","Winston Scott;Takao Doi;","Manual capture and berthing (with RMS aid) of Spartan.  Test of ISS crane with large battery/carrier.  Test of ISS power tool and torque multiplier","7:43","STS-87","86","1997-11-24T00:00:00.000"
"USA","Winston Scott;Takao Doi;","Test of ISS crane with small ORUÂs.  Deploy and capture of SPRINT/AERCAM robotic freeflyer","4:59","STS-87","87","1997-12-03T00:00:00.000"
